,GO,count,defence,GO_Record,fdr,geno
2057,negative regulation of telomere maintenance via telomerase,1,False,GO:0032211,1.0,lym
2058,negative regulation of transcription by RNA polymerase II,6,False,GO:0000122,1.0,lym
1645,negative regulation of transcription by RNA polymerase II,3,False,GO:0000122,1.0,col
2059,"negative regulation of transcription, DNA-templated",35,False,GO:0045892,1.0,lym
1646,"negative regulation of transcription, DNA-templated",40,False,GO:0045892,0.008351962064313519,col
2060,negative regulation of translation,7,False,GO:0017148,1.0,lym
1647,negative regulation of translation,5,False,GO:0017148,1.0,col
2061,negative regulation of trichome patterning,1,False,GO:1900033,1.0,lym
1648,negative regulation of trichome patterning,1,False,GO:1900033,1.0,col
2062,negative regulation of unidimensional cell growth,1,False,GO:0051511,1.0,lym
1649,negative regulation of unidimensional cell growth,1,False,GO:0051511,1.0,col
1650,negative regulation of wax biosynthetic process,1,False,GO:1904277,0.9114468653855319,col
2063,negative regulation of wax biosynthetic process,1,False,GO:1904277,0.9194054893928421,lym
2064,nickel cation transmembrane transporter activity,1,False,GO:0015099,1.0,lym
2065,nickel cation transport,1,False,GO:0015675,1.0,lym
1651,nicotianamine biosynthetic process,1,False,GO:0030418,1.0,col
2066,nicotianamine biosynthetic process,1,False,GO:0030418,1.0,lym
2067,nicotianamine synthase activity,1,False,GO:0030410,1.0,lym
1652,nicotianamine synthase activity,1,False,GO:0030410,1.0,col
1653,nicotinate nucleotide salvage,1,False,GO:0019358,1.0,col
2068,nicotinate nucleotide salvage,1,False,GO:0019358,1.0,lym
2069,nicotinate phosphoribosyltransferase activity,1,False,GO:0004516,1.0,lym
1654,nicotinate phosphoribosyltransferase activity,1,False,GO:0004516,1.0,col
1655,nicotinate transmembrane transporter activity,1,False,GO:0090416,1.0,col
2070,nicotinate transmembrane transporter activity,1,False,GO:0090416,1.0,lym
2071,nicotinate transport,1,False,GO:2001142,0.9194054893928421,lym
1656,nicotinate transport,1,False,GO:2001142,0.9114468653855319,col
2072,nicotinate-nucleotide diphosphorylase (carboxylating) activity,1,False,GO:0004514,1.0,lym
1657,nicotinate-nucleotide diphosphorylase (carboxylating) activity,1,False,GO:0004514,1.0,col
1658,nitrate assimilation,8,False,GO:0042128,0.8391323265986025,col
2073,nitrate assimilation,6,False,GO:0042128,1.0,lym
1659,nitrate efflux transmembrane transporter activity,1,False,GO:0010542,1.0,col
2074,nitrate efflux transmembrane transporter activity,1,False,GO:0010542,1.0,lym
2075,nitrate import,1,False,GO:1902025,1.0,lym
1660,nitrate reductase (NADH) activity,2,False,GO:0009703,0.5734435652553074,col
2076,nitrate reductase (NADH) activity,2,False,GO:0009703,0.7459762145601327,lym
1661,nitrate reductase (NADPH) activity,2,False,GO:0050464,0.5734435652553074,col
2077,nitrate reductase (NADPH) activity,2,False,GO:0050464,0.7459762145601327,lym
2078,nitrate reductase activity,2,False,GO:0008940,0.7459762145601327,lym
1662,nitrate reductase activity,2,False,GO:0008940,0.5734435652553074,col
2079,nitrate transmembrane transporter activity,2,False,GO:0015112,1.0,lym
1663,nitrate transmembrane transporter activity,2,False,GO:0015112,1.0,col
2080,nitrate transport,6,False,GO:0015706,1.0,lym
1664,nitrate transport,7,False,GO:0015706,0.47586114732600715,col
1665,nitric oxide biosynthetic process,2,False,GO:0006809,0.9114468653855319,col
2081,nitric oxide biosynthetic process,2,False,GO:0006809,1.0,lym
2082,nitric oxide mediated signal transduction,2,False,GO:0007263,0.5254015378766363,lym
1666,nitric oxide mediated signal transduction,2,False,GO:0007263,0.3977175726253958,col
2083,nitrile biosynthetic process,2,False,GO:0080028,1.0,lym
2084,nitrogen compound metabolic process,4,False,GO:0006807,1.0,lym
1667,nitrogen compound metabolic process,2,False,GO:0006807,1.0,col
1668,nitrogen compound transport,2,False,GO:0071705,0.9114468653855319,col
2085,nitrogen compound transport,2,False,GO:0071705,0.9194054893928421,lym
2086,nitrogen fixation,1,False,GO:0009399,0.9194054893928421,lym
1669,nitrogen fixation,1,False,GO:0009399,0.9114468653855319,col
2087,nitrogen utilization,1,False,GO:0019740,0.9194054893928421,lym
1670,nitrogen utilization,1,False,GO:0019740,0.9114468653855319,col
2088,nitronate monooxygenase activity,1,False,GO:0018580,1.0,lym
2089,non-membrane spanning protein tyrosine kinase activity,2,False,GO:0004715,1.0,lym
1671,non-membrane spanning protein tyrosine kinase activity,1,False,GO:0004715,1.0,col
2090,nonfunctional rRNA decay,1,False,GO:0070651,1.0,lym
2091,nonphotochemical quenching,1,False,GO:0010196,1.0,lym
2092,nuclear body,1,False,GO:0016604,1.0,lym
1672,nuclear body,1,False,GO:0016604,1.0,col
2093,nuclear chromatin,6,False,GO:0000790,1.0,lym
1673,nuclear chromatin,6,False,GO:0000790,1.0,col
2094,nuclear chromosome,1,False,GO:0000228,1.0,lym
1674,nuclear chromosome,1,False,GO:0000228,1.0,col
2095,"nuclear chromosome, telomeric region",5,False,GO:0000784,1.0,lym
1675,"nuclear chromosome, telomeric region",3,False,GO:0000784,1.0,col
1676,nuclear division,1,False,GO:0000280,1.0,col
2096,nuclear division,1,False,GO:0000280,1.0,lym
1677,nuclear envelope,3,False,GO:0005635,0.37214850690430923,col
2097,nuclear envelope,4,False,GO:0005635,0.06759412839996282,lym
1678,nuclear euchromatin,1,False,GO:0005719,1.0,col
2098,nuclear euchromatin,2,False,GO:0005719,1.0,lym
2099,nuclear exosome (RNase complex),3,False,GO:0000176,1.0,lym
2100,nuclear localization sequence binding,1,False,GO:0008139,1.0,lym
2101,nuclear mRNA surveillance,2,False,GO:0071028,1.0,lym
2102,nuclear matrix,4,False,GO:0016363,0.6907831107741961,lym
2103,nuclear membrane,4,False,GO:0031965,1.0,lym
1679,nuclear membrane,1,False,GO:0031965,1.0,col
1680,nuclear membrane organization,1,False,GO:0071763,1.0,col
1681,nuclear microtubule,1,False,GO:0005880,1.0,col
2104,nuclear microtubule,2,False,GO:0005880,1.0,lym
2105,nuclear origin of replication recognition complex,1,False,GO:0005664,1.0,lym
2106,nuclear outer membrane-endoplasmic reticulum membrane network,1,False,GO:0042175,1.0,lym
1682,nuclear outer membrane-endoplasmic reticulum membrane network,1,False,GO:0042175,1.0,col
2107,nuclear periphery,1,False,GO:0034399,1.0,lym
2108,nuclear polyadenylation-dependent mRNA catabolic process,2,False,GO:0071042,0.9194054893928421,lym
2109,nuclear polyadenylation-dependent rRNA catabolic process,2,False,GO:0071035,1.0,lym
2110,nuclear polyadenylation-dependent tRNA catabolic process,2,False,GO:0071038,1.0,lym
2111,nuclear pore,4,False,GO:0005643,1.0,lym
1683,nuclear pore,1,False,GO:0005643,0.5414878064019562,col
2112,nuclear pore inner ring,1,False,GO:0044611,1.0,lym
1684,nuclear pore inner ring,1,False,GO:0044611,1.0,col
1685,nuclear pore organization,1,False,GO:0006999,1.0,col
2113,nuclear pore organization,1,False,GO:0006999,1.0,lym
1686,nuclear speck,15,False,GO:0016607,1.0,col
2114,nuclear speck,18,False,GO:0016607,1.0,lym
1687,nuclear telomere cap complex,1,False,GO:0000783,1.0,col
2115,nuclear telomere cap complex,1,False,GO:0000783,1.0,lym
2116,nuclear-transcribed mRNA catabolic process,1,False,GO:0000956,1.0,lym
1688,nuclear-transcribed mRNA catabolic process,1,False,GO:0000956,1.0,col
2117,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",3,False,GO:0034427,1.0,lym
1689,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",1,False,GO:0034427,1.0,col
2118,"nuclear-transcribed mRNA catabolic process, no-go decay",1,False,GO:0070966,1.0,lym
2119,"nuclear-transcribed mRNA catabolic process, non-stop decay",2,False,GO:0070481,0.8948781031130397,lym
2120,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",2,False,GO:0000184,1.0,lym
1690,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",3,False,GO:0000184,1.0,col
2121,nuclear-transcribed mRNA poly(A) tail shortening,2,False,GO:0000289,1.0,lym
1691,nuclear-transcribed mRNA poly(A) tail shortening,2,False,GO:0000289,1.0,col
1692,nuclease activity,2,False,GO:0004518,1.0,col
2122,nuclease activity,5,False,GO:0004518,1.0,lym
2123,nucleic acid binding,82,False,GO:0003676,1.0,lym
1693,nucleic acid binding,50,False,GO:0003676,1.0,col
2124,nucleic acid phosphodiester bond hydrolysis,1,False,GO:0090305,1.0,lym
1694,nucleic acid phosphodiester bond hydrolysis,1,False,GO:0090305,1.0,col
2125,nucleobase-containing compound kinase activity,1,False,GO:0019205,1.0,lym
1695,nucleobase-containing compound metabolic process,2,False,GO:0006139,1.0,col
2126,nucleobase-containing compound metabolic process,3,False,GO:0006139,0.9194054893928421,lym
2127,nucleocytoplasmic transport,3,False,GO:0006913,1.0,lym
2128,nucleolar large rRNA transcription by RNA polymerase I,1,False,GO:0042790,1.0,lym
2129,nucleolus,162,False,GO:0005730,8.214745291204096e-21,lym
1696,nucleolus,52,False,GO:0005730,1.0,col
1697,nucleolus organization,1,False,GO:0007000,1.0,col
2130,nucleolus organization,1,False,GO:0007000,1.0,lym
1698,nucleoplasm,11,False,GO:0005654,1.0,col
2131,nucleoplasm,19,False,GO:0005654,1.0,lym
2132,nucleoside diphosphate kinase activity,1,False,GO:0004550,1.0,lym
2133,nucleoside diphosphate phosphorylation,1,False,GO:0006165,1.0,lym
1699,nucleoside metabolic process,3,False,GO:0009116,1.0,col
2134,nucleoside metabolic process,6,False,GO:0009116,1.0,lym
2135,nucleoside-diphosphatase activity,1,False,GO:0017110,1.0,lym
1700,nucleoside-diphosphatase activity,1,False,GO:0017110,1.0,col
1701,nucleosomal DNA binding,2,False,GO:0031492,1.0,col
2136,nucleosomal DNA binding,3,False,GO:0031492,1.0,lym
2137,nucleosome,16,False,GO:0000786,0.2502211744420533,lym
1702,nucleosome,13,False,GO:0000786,0.2577277373052614,col
2138,nucleosome assembly,6,False,GO:0006334,1.0,lym
1703,nucleosome assembly,4,False,GO:0006334,1.0,col
2139,nucleosome binding,1,False,GO:0031491,1.0,lym
1704,nucleosome binding,1,False,GO:0031491,1.0,col
2140,nucleosome positioning,3,False,GO:0016584,1.0,lym
1705,nucleosome positioning,2,False,GO:0016584,1.0,col
1706,nucleotide binding,18,False,GO:0000166,1.0,col
2141,nucleotide binding,37,False,GO:0000166,1.0,lym
1707,nucleotide biosynthetic process,1,False,GO:0009165,1.0,col
2142,nucleotide biosynthetic process,4,False,GO:0009165,0.34029402719830837,lym
1708,nucleotide metabolic process,2,False,GO:0009117,1.0,col
2143,nucleotide metabolic process,2,False,GO:0009117,1.0,lym
2144,nucleotide phosphorylation,1,False,GO:0046939,1.0,lym
1709,nucleotide phosphorylation,1,False,GO:0046939,1.0,col
2145,nucleotide transmembrane transporter activity,1,False,GO:0015215,1.0,lym
2146,nucleotide transport,1,False,GO:0006862,0.9194054893928421,lym
2147,nucleotide-excision repair,1,False,GO:0006289,0.4349434279753759,lym
1710,nucleotide-excision repair,2,False,GO:0006289,1.0,col
2148,nucleotide-sugar metabolic process,8,False,GO:0009225,0.4349434279753759,lym
1711,nucleotide-sugar metabolic process,7,False,GO:0009225,0.30166918618546473,col
2149,nucleotide-sugar transmembrane transport,2,False,GO:0015780,1.0,lym
1712,nucleotide-sugar transmembrane transport,1,False,GO:0015780,1.0,col
2150,nucleotide-sugar transmembrane transporter activity,5,False,GO:0005338,1.0,lym
1713,nucleotide-sugar transmembrane transporter activity,3,False,GO:0005338,1.0,col
1714,nucleotidyltransferase activity,3,False,GO:0016779,1.0,col
2151,nucleotidyltransferase activity,6,False,GO:0016779,1.0,lym
1715,nucleus,1478,False,GO:0005634,1.4936079614855448e-07,col
2152,nucleus,1958,False,GO:0005634,0.01272733571441309,lym
2153,nucleus organization,1,False,GO:0006997,1.0,lym
2154,nutrient reservoir activity,13,False,GO:0045735,1.0,lym
1716,nutrient reservoir activity,12,False,GO:0045735,1.0,col
2155,oleamide hydrolase activity,1,False,GO:0102077,1.0,lym
2156,oligopeptidase activity,1,False,GO:0070012,1.0,lym
2157,oligopeptide transmembrane transporter activity,10,False,GO:0035673,1.0,lym
1717,oligopeptide transmembrane transporter activity,11,False,GO:0035673,1.0,col
2158,oligopeptide transport,14,False,GO:0006857,1.0,lym
1718,oligopeptide transport,14,False,GO:0006857,0.6640919693312025,col
1719,oligosaccharide metabolic process,1,False,GO:0009311,1.0,col
2159,oligosaccharyl transferase activity,1,False,GO:0004576,1.0,lym
1720,omega-3 fatty acid desaturase activity,1,False,GO:0042389,1.0,col
2160,omega-3 fatty acid desaturase activity,1,False,GO:0042389,1.0,lym
1721,one-carbon metabolic process,5,False,GO:0006730,1.0,col
2161,one-carbon metabolic process,9,False,GO:0006730,0.9085733191723777,lym
1722,organ boundary specification between lateral organs and the meristem,2,False,GO:0010199,1.0,col
2162,organ boundary specification between lateral organs and the meristem,2,False,GO:0010199,1.0,lym
1723,organ growth,2,False,GO:0035265,1.0,col
2163,organ growth,1,False,GO:0035265,1.0,lym
1724,organelle membrane,1,False,GO:0031090,1.0,col
2164,organic anion transmembrane transporter activity,2,False,GO:0008514,1.0,lym
2165,origin recognition complex,2,False,GO:0000808,1.0,lym
2166,orotate phosphoribosyltransferase activity,1,False,GO:0004588,1.0,lym
1725,orotate phosphoribosyltransferase activity,1,False,GO:0004588,1.0,col
2167,orotidine-5'-phosphate decarboxylase activity,1,False,GO:0004590,1.0,lym
1726,orotidine-5'-phosphate decarboxylase activity,1,False,GO:0004590,1.0,col
1727,osmosensory signaling pathway,1,False,GO:0007231,1.0,col
2168,osmosensory signaling pathway,2,False,GO:0007231,1.0,lym
1728,oxaloacetate decarboxylase activity,1,False,GO:0008948,1.0,col
2169,oxaloacetate decarboxylase activity,1,False,GO:0008948,1.0,lym
1729,oxaloacetate transmembrane transporter activity,2,False,GO:0015131,1.0,col
2170,oxaloacetate transmembrane transporter activity,2,False,GO:0015131,1.0,lym
2171,oxaloacetate transport,2,False,GO:0015729,1.0,lym
1730,oxaloacetate transport,2,False,GO:0015729,0.9114468653855319,col
1731,oxidation-reduction process,150,False,GO:0055114,1.0,col
20,oxidation-reduction process,1,False,GO:0055114,1.0,cer
2172,oxidation-reduction process,213,False,GO:0055114,1.0,lym
2173,oxidative phosphorylation uncoupler activity,1,False,GO:0017077,1.0,lym
1732,oxidative phosphorylation uncoupler activity,1,False,GO:0017077,1.0,col
2174,oxidative photosynthetic carbon pathway,1,False,GO:0009854,1.0,lym
1733,oxidative photosynthetic carbon pathway,1,False,GO:0009854,1.0,col
2175,oxidized purine DNA binding,4,False,GO:0032357,0.4804111138725671,lym
1734,oxidized purine DNA binding,1,False,GO:0032357,1.0,col
1735,oxidized purine nucleobase lesion DNA N-glycosylase activity,1,False,GO:0008534,1.0,col
2176,oxidized purine nucleobase lesion DNA N-glycosylase activity,3,False,GO:0008534,0.8744078585946239,lym
1736,oxidoreductase activity,50,False,GO:0016491,1.0,col
2177,oxidoreductase activity,67,False,GO:0016491,1.0,lym
1737,"oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor",2,False,GO:0016652,1.0,col
2178,"oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor",2,False,GO:0016652,1.0,lym
1738,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",2,False,GO:0050664,1.0,col
2179,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",2,False,GO:0050664,1.0,lym
1739,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",1,False,GO:0016655,1.0,col
2180,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",1,False,GO:0016655,1.0,lym
1740,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",2,False,GO:0016671,1.0,col
2181,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",2,False,GO:0016671,1.0,lym
2182,"oxidoreductase activity, acting on iron-sulfur proteins as donors",1,False,GO:0016730,1.0,lym
1741,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",5,False,GO:0016705,0.8255774362589882,col
2183,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",10,False,GO:0016705,1.0,lym
1742,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",24,False,GO:0016709,1.0,col
2184,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",31,False,GO:0016709,1.0,lym
1743,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",2,False,GO:0016717,1.0,col
2185,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",1,False,GO:0016717,1.0,lym
1744,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",1,False,GO:0016702,1.0,col
2186,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",1,False,GO:0016702,1.0,lym
1745,"oxidoreductase activity, acting on the CH-CH group of donors",1,False,GO:0016627,1.0,col
2187,"oxidoreductase activity, acting on the CH-CH group of donors",1,False,GO:0016627,1.0,lym
2188,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",1,False,GO:0016628,1.0,lym
1746,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",3,False,GO:0016616,1.0,col
2189,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",6,False,GO:0016616,1.0,lym
1747,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor",1,False,GO:0016899,1.0,col
2190,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor",1,False,GO:0016899,1.0,lym
1748,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",1,False,GO:0016620,1.0,col
1749,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",1,False,GO:0016624,1.0,col
2191,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",1,False,GO:0016624,1.0,lym
2192,oxoglutarate dehydrogenase complex,1,False,GO:0045252,1.0,lym
1750,oxygen binding,34,False,GO:0019825,1.0,col
2193,oxygen binding,44,False,GO:0019825,1.0,lym
2194,oxygen carrier activity,1,False,GO:0005344,1.0,lym
2195,oxygen transport,1,False,GO:0015671,1.0,lym
2196,oxylipin biosynthetic process,11,False,GO:0031408,0.024609710270037406,lym
1751,oxylipin biosynthetic process,8,False,GO:0031408,0.13942323047910715,col
2197,oxylipin metabolic process,2,False,GO:0031407,0.8948781031130397,lym
1752,oxylipin metabolic process,2,False,GO:0031407,0.7092183814541623,col
2198,oxysterol binding,1,False,GO:0008142,1.0,lym
1753,oxysterol binding,1,False,GO:0008142,1.0,col
2199,pH reduction,1,False,GO:0045851,0.9194054893928421,lym
1754,pH reduction,1,False,GO:0045851,0.9114468653855319,col
2200,pICln-Sm protein complex,1,False,GO:0034715,1.0,lym
1755,palisade mesophyll development,1,False,GO:1903866,1.0,col
2201,pattern recognition receptor activity,1,False,GO:0038187,1.0,lym
1756,pattern recognition receptor activity,1,False,GO:0038187,1.0,col
2202,pattern recognition receptor signaling pathway,9,False,GO:0002221,0.005910081355327567,lym
1757,pattern recognition receptor signaling pathway,7,False,GO:0002221,0.03285512236125888,col
2203,pattern specification process,2,False,GO:0007389,1.0,lym
2204,pectate lyase activity,4,False,GO:0030570,1.0,lym
1758,pectate lyase activity,3,False,GO:0030570,1.0,col
1759,pectic galactan metabolic process,1,False,GO:0010401,0.9114468653855319,col
2205,pectic galactan metabolic process,1,False,GO:0010401,0.9194054893928421,lym
1760,pectin acetylesterase activity,2,False,GO:0052793,1.0,col
2206,pectin acetylesterase activity,3,False,GO:0052793,1.0,lym
2207,pectin biosynthetic process,13,False,GO:0045489,0.18123260632123403,lym
1761,pectin biosynthetic process,13,False,GO:0045489,0.010527762424046372,col
2208,pectin catabolic process,15,False,GO:0045490,1.0,lym
1762,pectin catabolic process,10,False,GO:0045490,1.0,col
2209,pectin metabolic process,1,False,GO:0045488,1.0,lym
1763,pectin metabolic process,1,False,GO:0045488,1.0,col
2210,pectinesterase activity,10,False,GO:0030599,1.0,lym
1764,pectinesterase activity,6,False,GO:0030599,1.0,col
1765,pectinesterase inhibitor activity,9,False,GO:0046910,1.0,col
2211,pectinesterase inhibitor activity,14,False,GO:0046910,1.0,lym
1766,pentacyclic triterpenoid biosynthetic process,1,False,GO:0019745,1.0,col
2212,pentose-phosphate shunt,4,False,GO:0006098,1.0,lym
1767,pentose-phosphate shunt,1,False,GO:0006098,1.0,col
2213,"pentose-phosphate shunt, non-oxidative branch",1,False,GO:0009052,1.0,lym
1768,"pentose-phosphate shunt, non-oxidative branch",2,False,GO:0009052,1.0,col
2214,"pentose-phosphate shunt, oxidative branch",6,False,GO:0009051,0.5254015378766363,lym
1769,"pentose-phosphate shunt, oxidative branch",2,False,GO:0009051,1.0,col
1770,peptidase activity,9,False,GO:0008233,1.0,col
2215,peptidase activity,15,False,GO:0008233,1.0,lym
2216,peptidase inhibitor activity,3,False,GO:0030414,1.0,lym
1771,peptidase inhibitor activity,1,False,GO:0030414,1.0,col
2217,peptide binding,3,False,GO:0042277,1.0,lym
1772,peptide binding,2,False,GO:0042277,1.0,col
1773,peptide deformylase activity,1,False,GO:0042586,1.0,col
2218,peptide hormone binding,1,False,GO:0017046,1.0,lym
2219,peptide metabolic process,1,False,GO:0006518,1.0,lym
1774,peptide receptor activity,3,False,GO:0001653,1.0,col
2220,peptide receptor activity,4,False,GO:0001653,0.7459762145601327,lym
2221,peptide transmembrane transporter activity,9,False,GO:1904680,1.0,lym
1775,peptide transmembrane transporter activity,10,False,GO:1904680,1.0,col
2222,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity,1,False,GO:0000224,1.0,lym
1776,peptide-glutamate-N-acetyltransferase activity,1,False,GO:1990190,1.0,col
1777,peptide-methionine (R)-S-oxide reductase activity,3,False,GO:0033743,1.0,col
2223,peptide-methionine (R)-S-oxide reductase activity,3,False,GO:0033743,1.0,lym
2224,peptide-methionine (S)-S-oxide reductase activity,3,False,GO:0008113,1.0,lym
1778,peptide-methionine (S)-S-oxide reductase activity,2,False,GO:0008113,1.0,col
1779,peptide-serine-N-acetyltransferase activity,1,False,GO:1990189,1.0,col
1780,peptide:proton symporter activity,10,False,GO:0015333,1.0,col
2225,peptide:proton symporter activity,9,False,GO:0015333,1.0,lym
2226,peptidyl-L-cysteine S-palmitoylation,1,False,GO:0018230,0.9194054893928421,lym
1781,peptidyl-L-cysteine S-palmitoylation,2,False,GO:0018230,1.0,col
1782,"peptidyl-arginine methylation, to asymmetrical-dimethyl arginine",1,False,GO:0019919,1.0,col
2227,"peptidyl-arginine methylation, to asymmetrical-dimethyl arginine",1,False,GO:0019919,1.0,lym
2228,peptidyl-diphthamide biosynthetic process from peptidyl-histidine,1,False,GO:0017183,1.0,lym
1783,peptidyl-diphthamide biosynthetic process from peptidyl-histidine,1,False,GO:0017183,1.0,col
1784,peptidyl-glutamine methylation,1,False,GO:0018364,1.0,col
2229,peptidyl-lysine dimethylation,1,False,GO:0018027,0.9194054893928421,lym
2230,peptidyl-lysine methylation,1,False,GO:0018022,0.9194054893928421,lym
2231,peptidyl-lysine monomethylation,3,False,GO:0018026,0.9194054893928421,lym
1785,peptidyl-methionine modification,1,False,GO:0018206,1.0,col
2232,peptidyl-proline dioxygenase activity,1,False,GO:0031543,1.0,lym
1786,peptidyl-proline hydroxylation to 4-hydroxy-L-proline,3,False,GO:0018401,1.0,col
2233,peptidyl-proline hydroxylation to 4-hydroxy-L-proline,2,False,GO:0018401,1.0,lym
1787,peptidyl-prolyl cis-trans isomerase activity,4,False,GO:0003755,1.0,col
2234,peptidyl-prolyl cis-trans isomerase activity,12,False,GO:0003755,1.0,lym
1788,peptidyl-serine phosphorylation,19,False,GO:0018105,0.3436245470684284,col
2235,peptidyl-serine phosphorylation,26,False,GO:0018105,0.15203347485853175,lym
1789,peptidyl-threonine phosphorylation,1,False,GO:0018107,0.9114468653855319,col
2236,peptidyl-threonine phosphorylation,3,False,GO:0018107,1.0,lym
2237,peptidyl-tyrosine dephosphorylation,1,False,GO:0035335,1.0,lym
1790,peptidyl-tyrosine dephosphorylation,1,False,GO:0035335,1.0,col
2238,peptidyltransferase activity,1,False,GO:0000048,1.0,lym
1791,peptidyltransferase activity,1,False,GO:0000048,1.0,col
2239,perinuclear region of cytoplasm,8,False,GO:0048471,0.6137003053841539,lym
1792,perinuclear region of cytoplasm,4,False,GO:0048471,1.0,col
2240,peroxidase activity,30,False,GO:0004601,1.0,lym
1793,peroxidase activity,20,False,GO:0004601,1.0,col
2241,peroxisomal importomer complex,2,False,GO:1990429,0.8304247893814747,lym
1794,peroxisomal matrix,1,False,GO:0005782,1.0,col
2242,peroxisomal matrix,1,False,GO:0005782,1.0,lym
2243,peroxisomal membrane,7,False,GO:0005778,1.0,lym
1795,peroxisomal membrane,3,False,GO:0005778,1.0,col
1796,peroxisome,26,False,GO:0005777,1.0,col
2244,peroxisome,43,False,GO:0005777,1.0,lym
2245,peroxisome fission,2,False,GO:0016559,1.0,lym
2246,peroxisome localization,2,False,GO:0060151,0.8948781031130397,lym
1797,peroxisome organization,2,False,GO:0007031,1.0,col
2247,peroxisome organization,4,False,GO:0007031,1.0,lym
1798,petal development,1,False,GO:0048441,1.0,col
2248,petal development,2,False,GO:0048441,1.0,lym
2249,petal formation,1,False,GO:0048451,1.0,lym
1799,petal formation,1,False,GO:0048451,1.0,col
2250,petal vascular tissue pattern formation,1,False,GO:0080056,0.9194054893928421,lym
2251,phagocytic vesicle,3,False,GO:0045335,0.14281061723528332,lym
1800,phagocytic vesicle,3,False,GO:0045335,0.09059677309795054,col
1801,phagophore,1,False,GO:0061908,1.0,col
2252,phagophore assembly site,1,False,GO:0000407,1.0,lym
2253,phagophore assembly site membrane,2,False,GO:0034045,1.0,lym
1802,phagophore assembly site membrane,3,False,GO:0034045,1.0,col
1803,phenylacetaldehyde synthase activity,1,False,GO:1990055,1.0,col
2254,phenylacetate catabolic process,1,False,GO:0010124,1.0,lym
1804,phenylacetate catabolic process,1,False,GO:0010124,1.0,col
1805,phenylalanine ammonia-lyase activity,1,False,GO:0045548,1.0,col
2255,phenylalanine ammonia-lyase activity,1,False,GO:0045548,1.0,lym
1806,phenylcoumaran benzylic ether reductase activity,1,False,GO:0032442,1.0,col
2256,phenylcoumaran benzylic ether reductase activity,1,False,GO:0032442,1.0,lym
2257,phenylpropanoid biosynthetic process,5,False,GO:0009699,0.7026231760964922,lym
1807,phenylpropanoid biosynthetic process,4,False,GO:0009699,0.8391323265986025,col
2258,phenylpropanoid metabolic process,4,False,GO:0009698,1.0,lym
1808,phenylpropanoid metabolic process,2,False,GO:0009698,1.0,col
1809,phloem glucosinolate loading,1,False,GO:0090449,1.0,col
2259,phloem glucosinolate loading,1,False,GO:0090449,1.0,lym
2260,phloem or xylem histogenesis,20,False,GO:0010087,0.06657099405971337,lym
1810,phloem or xylem histogenesis,15,False,GO:0010087,0.162718718434197,col
2261,phloem sucrose unloading,1,False,GO:0110128,1.0,lym
2262,phloem transport,3,False,GO:0010233,1.0,lym
1811,phloem transport,2,False,GO:0010233,1.0,col
1812,phosphatase activity,10,False,GO:0016791,0.35075444322162574,col
2263,phosphatase activity,8,False,GO:0016791,1.0,lym
1813,phosphate ion homeostasis,3,False,GO:0055062,1.0,col
2264,phosphate ion homeostasis,6,False,GO:0055062,0.6077622654256218,lym
1814,phosphate ion transmembrane transport,3,False,GO:0035435,1.0,col
